relative radius,mean(keratin),std(keratin)
0.05,342.65356260059343,18.691496959121874
0.15000000000000002,344.5681347965543,16.65741900459593
0.25,356.3384365610826,13.660425933371819
0.35000000000000003,363.95852300701114,9.276002783509021
0.45,372.093701890922,9.652597192804121
0.55,386.3858449017256,10.677503858449997
0.65,394.84415685302844,9.01408029341979
0.75,406.8690893472862,10.29383052564879
0.8500000000000001,420.92572709409745,8.47638075982948
0.9500000000000001,433.2765709943224,10.587722248166926
